127.0.0.1 - - [27/Apr/2020:14:44:28 +0530] "GET / HTTP/1.1" 404 709
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:03:30 +0530] "GET /StrutsDemo/assets/bootstrap-4.4.1-dist/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:05:01 +0530] "GET /StrutsDemo/teacherForm.action HTTP/1.1" 200 10202
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:05:01 +0530] "GET /StrutsDemo/assets/bootstrap-4.4.1-dist/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:05:01 +0530] "GET /StrutsDemo/assets/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:05:01 +0530] "GET /StrutsDemo/assets/fontawesome-free-5.13.0-web/css/all.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:05:01 +0530] "GET /StrutsDemo/assets/js/jquery-3.4.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:05:01 +0530] "GET /StrutsDemo/assets/bootstrap-4.4.1-dist/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:05:01 +0530] "GET /StrutsDemo/assets/fontawesome-free-5.13.0-web/js/all.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:05:45 +0530] "GET /StrutsDemo/teacherForm.action HTTP/1.1" 200 12330
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:05:45 +0530] "GET /StrutsDemo/assets/bootstrap-4.4.1-dist/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:05:45 +0530] "GET /StrutsDemo/assets/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:05:45 +0530] "GET /StrutsDemo/assets/fontawesome-free-5.13.0-web/css/all.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:05:45 +0530] "GET /StrutsDemo/assets/js/jquery-3.4.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:05:45 +0530] "GET /StrutsDemo/assets/bootstrap-4.4.1-dist/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:05:45 +0530] "GET /StrutsDemo/assets/fontawesome-free-5.13.0-web/js/all.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:10:50 +0530] "GET /StrutsDemo/teacherForm.action HTTP/1.1" 200 11975
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:10:50 +0530] "GET /StrutsDemo/assets/bootstrap-4.4.1-dist/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:10:50 +0530] "GET /StrutsDemo/assets/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:10:50 +0530] "GET /StrutsDemo/assets/fontawesome-free-5.13.0-web/js/all.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:10:50 +0530] "GET /StrutsDemo/assets/js/jquery-3.4.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:10:50 +0530] "GET /StrutsDemo/assets/bootstrap-4.4.1-dist/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:10:50 +0530] "GET /StrutsDemo/assets/fontawesome-free-5.13.0-web/css/all.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:11:18 +0530] "GET /StrutsDemo/teacherForm.action HTTP/1.1" 200 11975
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:11:18 +0530] "GET /StrutsDemo/assets/bootstrap-4.4.1-dist/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:11:18 +0530] "GET /StrutsDemo/assets/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:11:18 +0530] "GET /StrutsDemo/assets/fontawesome-free-5.13.0-web/css/all.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:11:18 +0530] "GET /StrutsDemo/assets/js/jquery-3.4.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:11:18 +0530] "GET /StrutsDemo/assets/bootstrap-4.4.1-dist/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:11:18 +0530] "GET /StrutsDemo/assets/fontawesome-free-5.13.0-web/js/all.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:11:43 +0530] "GET /StrutsDemo/teacherForm.action HTTP/1.1" 200 11975
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:11:43 +0530] "GET /StrutsDemo/assets/bootstrap-4.4.1-dist/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:11:43 +0530] "GET /StrutsDemo/assets/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:11:43 +0530] "GET /StrutsDemo/assets/fontawesome-free-5.13.0-web/css/all.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:11:43 +0530] "GET /StrutsDemo/assets/js/jquery-3.4.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:11:43 +0530] "GET /StrutsDemo/assets/bootstrap-4.4.1-dist/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:11:43 +0530] "GET /StrutsDemo/assets/fontawesome-free-5.13.0-web/js/all.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:18:24 +0530] "GET /StrutsDemo/teacherForm.action HTTP/1.1" 200 11857
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:18:24 +0530] "GET /StrutsDemo/assets/bootstrap-4.4.1-dist/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:18:24 +0530] "GET /StrutsDemo/assets/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:18:24 +0530] "GET /StrutsDemo/assets/fontawesome-free-5.13.0-web/css/all.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:18:24 +0530] "GET /StrutsDemo/assets/js/jquery-3.4.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:18:24 +0530] "GET /StrutsDemo/assets/bootstrap-4.4.1-dist/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:18:24 +0530] "GET /StrutsDemo/assets/fontawesome-free-5.13.0-web/js/all.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:22:09 +0530] "GET /StrutsDemo/teacherForm.action HTTP/1.1" 200 11783
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:22:09 +0530] "GET /StrutsDemo/assets/bootstrap-4.4.1-dist/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:22:09 +0530] "GET /StrutsDemo/assets/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:22:09 +0530] "GET /StrutsDemo/assets/fontawesome-free-5.13.0-web/css/all.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:22:09 +0530] "GET /StrutsDemo/assets/js/jquery-3.4.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:22:09 +0530] "GET /StrutsDemo/assets/bootstrap-4.4.1-dist/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:22:09 +0530] "GET /StrutsDemo/assets/fontawesome-free-5.13.0-web/js/all.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:24:01 +0530] "GET /StrutsDemo/teacherForm.action HTTP/1.1" 200 11918
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:24:01 +0530] "GET /StrutsDemo/assets/bootstrap-4.4.1-dist/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:24:01 +0530] "GET /StrutsDemo/assets/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:24:01 +0530] "GET /StrutsDemo/assets/fontawesome-free-5.13.0-web/css/all.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:24:01 +0530] "GET /StrutsDemo/assets/js/jquery-3.4.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:24:01 +0530] "GET /StrutsDemo/assets/bootstrap-4.4.1-dist/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:24:01 +0530] "GET /StrutsDemo/assets/fontawesome-free-5.13.0-web/js/all.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:24:18 +0530] "GET /StrutsDemo/teacherForm.action HTTP/1.1" 200 11942
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:24:18 +0530] "GET /StrutsDemo/assets/bootstrap-4.4.1-dist/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:24:18 +0530] "GET /StrutsDemo/assets/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:24:18 +0530] "GET /StrutsDemo/assets/fontawesome-free-5.13.0-web/css/all.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:24:18 +0530] "GET /StrutsDemo/assets/js/jquery-3.4.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:24:18 +0530] "GET /StrutsDemo/assets/bootstrap-4.4.1-dist/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:24:18 +0530] "GET /StrutsDemo/assets/fontawesome-free-5.13.0-web/js/all.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:28:34 +0530] "GET /StrutsDemo/teacherForm.action HTTP/1.1" 200 12115
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:28:34 +0530] "GET /StrutsDemo/assets/js/jquery-3.4.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:28:34 +0530] "GET /StrutsDemo/assets/fontawesome-free-5.13.0-web/css/all.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:28:34 +0530] "GET /StrutsDemo/assets/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:28:34 +0530] "GET /StrutsDemo/assets/bootstrap-4.4.1-dist/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:28:34 +0530] "GET /StrutsDemo/assets/fontawesome-free-5.13.0-web/js/all.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:28:34 +0530] "GET /StrutsDemo/assets/bootstrap-4.4.1-dist/css/bootstrap.min.css HTTP/1.1" 200 159679
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:29:45 +0530] "GET /StrutsDemo/teacherForm.action HTTP/1.1" 200 12192
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:29:45 +0530] "GET /StrutsDemo/assets/js/jquery-3.4.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:29:45 +0530] "GET /StrutsDemo/assets/bootstrap-4.4.1-dist/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:29:45 +0530] "GET /StrutsDemo/assets/fontawesome-free-5.13.0-web/js/all.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:29:45 +0530] "GET /StrutsDemo/assets/bootstrap-4.4.1-dist/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:29:45 +0530] "GET /StrutsDemo/assets/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:29:45 +0530] "GET /StrutsDemo/assets/fontawesome-free-5.13.0-web/css/all.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Apr/2020:16:29:45 +0530] "GET /StrutsDemo/assets/js/jquery-3.4.1.min.js HTTP/1.1" 304 -
